"GO.ID" "Term" "Annotated" "Significant" "Expected" "weightFisher"
"1541" "GO:0009955" "adaxial/abaxial pattern specification" 24 2 1.81 "1.00000"
"1542" "GO:0051783" "regulation of nuclear division" 20 2 1.51 "1.00000"
"1543" "GO:0006974" "cellular response to DNA damage stimulus" 131 2 9.88 "1.00000"
"1544" "GO:0051784" "negative regulation of nuclear division" 10 2 0.75 "1.00000"
"1545" "GO:0009741" "response to brassinosteroid" 48 3 3.62 "1.00000"
"1546" "GO:0009743" "response to carbohydrate" 66 4 4.98 "1.00000"
"1547" "GO:0010393" "galacturonan metabolic process" 68 4 5.13 "1.00000"
"1548" "GO:0031349" "positive regulation of defense response" 38 2 2.87 "1.00000"
"1549" "GO:0035437" "maintenance of protein localization in e..." 4 1 0.3 "1.00000"
"1550" "GO:0035670" "plant-type ovary development" 16 1 1.21 "1.00000"
"1551" "GO:0010395" "rhamnogalacturonan I metabolic process" 2 1 0.15 "1.00000"
"1552" "GO:0021700" "developmental maturation" 74 6 5.58 "1.00000"
"1553" "GO:0009746" "response to hexose" 25 1 1.89 "1.00000"
"1554" "GO:0010396" "rhamnogalacturonan II metabolic process" 2 1 0.15 "1.00000"
"1555" "GO:0042044" "fluid transport" 5 1 0.38 "1.00000"
"1556" "GO:0002239" "response to oomycetes" 19 2 1.43 "1.00000"
"1557" "GO:2001169" "regulation of ATP biosynthetic process" 1 1 0.08 "1.00000"
"1558" "GO:0031331" "positive regulation of cellular cataboli..." 15 1 1.13 "1.00000"
"1559" "GO:0009987" "cellular process" 3380 189 254.95 "1.00000"
"1560" "GO:0051775" "response to redox state" 3 1 0.23 "1.00000"
"1561" "GO:0030071" "regulation of mitotic metaphase/anaphase..." 9 1 0.68 "1.00000"
"1562" "GO:0015772" "oligosaccharide transport" 5 1 0.38 "1.00000"
"1563" "GO:0009735" "response to cytokinin" 47 2 3.55 "1.00000"
"1564" "GO:0032409" "regulation of transporter activity" 8 1 0.6 "1.00000"
"1565" "GO:0045017" "glycerolipid biosynthetic process" 39 3 2.94 "1.00000"
"1566" "GO:0031577" "spindle checkpoint" 5 1 0.38 "1.00000"
"1567" "GO:0019827" "stem cell population maintenance" 41 3 3.09 "1.00000"
"1568" "GO:0007369" "gastrulation" 3 1 0.23 "1.00000"
"1569" "GO:0009739" "response to gibberellin" 53 5 4 "1.00000"
"1570" "GO:0034762" "regulation of transmembrane transport" 23 1 1.73 "1.00000"
"1571" "GO:0035627" "ceramide transport" 3 1 0.23 "1.00000"
"1572" "GO:0034763" "negative regulation of transmembrane tra..." 2 1 0.15 "1.00000"
"1573" "GO:0006913" "nucleocytoplasmic transport" 34 1 2.56 "1.00000"
"1574" "GO:0034765" "regulation of ion transmembrane transpor..." 21 1 1.58 "1.00000"
"1575" "GO:0090304" "nucleic acid metabolic process" 1099 52 82.9 "1.00000"
"1576" "GO:0034766" "negative regulation of ion transmembrane..." 2 1 0.15 "1.00000"
"1577" "GO:0090305" "nucleic acid phosphodiester bond hydroly..." 74 1 5.58 "1.00000"
"1578" "GO:0051726" "regulation of cell cycle" 75 2 5.66 "1.00000"
"1579" "GO:0000002" "mitochondrial genome maintenance" 5 0 0.38 "1.00000"
"1580" "GO:0000023" "maltose metabolic process" 3 0 0.23 "1.00000"
"1581" "GO:0000024" "maltose biosynthetic process" 1 0 0.08 "1.00000"
"1582" "GO:0000025" "maltose catabolic process" 1 0 0.08 "1.00000"
"1583" "GO:0000027" "ribosomal large subunit assembly" 6 0 0.45 "1.00000"
"1584" "GO:0000028" "ribosomal small subunit assembly" 2 0 0.15 "1.00000"
"1585" "GO:0000032" "cell wall mannoprotein biosynthetic proc..." 2 0 0.15 "1.00000"
"1586" "GO:0000045" "autophagosome assembly" 10 0 0.75 "1.00000"
"1587" "GO:0000052" "citrulline metabolic process" 1 0 0.08 "1.00000"
"1588" "GO:0000054" "ribosomal subunit export from nucleus" 4 0 0.3 "1.00000"
"1589" "GO:0000055" "ribosomal large subunit export from nucl..." 2 0 0.15 "1.00000"
"1590" "GO:0000056" "ribosomal small subunit export from nucl..." 1 0 0.08 "1.00000"
"1591" "GO:0000076" "DNA replication checkpoint" 5 0 0.38 "1.00000"
"1592" "GO:0000077" "DNA damage checkpoint" 4 0 0.3 "1.00000"
"1593" "GO:0000079" "regulation of cyclin-dependent protein s..." 3 0 0.23 "1.00000"
"1594" "GO:0000082" "G1/S transition of mitotic cell cycle" 3 0 0.23 "1.00000"
"1595" "GO:0000086" "G2/M transition of mitotic cell cycle" 8 0 0.6 "1.00000"
"1596" "GO:0000098" "sulfur amino acid catabolic process" 1 0 0.08 "1.00000"
"1597" "GO:0000103" "sulfate assimilation" 6 0 0.45 "1.00000"
"1598" "GO:0000122" "negative regulation of transcription by ..." 17 0 1.28 "1.00000"
"1599" "GO:0000154" "rRNA modification" 5 0 0.38 "1.00000"
"1600" "GO:0000165" "MAPK cascade" 12 0 0.91 "1.00000"
"1601" "GO:0000184" "nuclear-transcribed mRNA catabolic proce..." 11 0 0.83 "1.00000"
"1602" "GO:0000186" "activation of MAPKK activity" 1 0 0.08 "1.00000"
"1603" "GO:0000187" "activation of MAPK activity" 1 0 0.08 "1.00000"
"1604" "GO:0000188" "inactivation of MAPK activity" 1 0 0.08 "1.00000"
"1605" "GO:0000212" "meiotic spindle organization" 3 0 0.23 "1.00000"
"1606" "GO:0000244" "spliceosomal tri-snRNP complex assembly" 3 0 0.23 "1.00000"
"1607" "GO:0000245" "spliceosomal complex assembly" 1 0 0.08 "1.00000"
"1608" "GO:0000255" "allantoin metabolic process" 3 0 0.23 "1.00000"
"1609" "GO:0000256" "allantoin catabolic process" 2 0 0.15 "1.00000"
"1610" "GO:0000266" "mitochondrial fission" 11 0 0.83 "1.00000"
"1611" "GO:0000288" "nuclear-transcribed mRNA catabolic proce..." 10 0 0.75 "1.00000"
"1612" "GO:0000289" "nuclear-transcribed mRNA poly(A) tail sh..." 1 0 0.08 "1.00000"
"1613" "GO:0000290" "deadenylation-dependent decapping of nuc..." 5 0 0.38 "1.00000"
"1614" "GO:0000291" "nuclear-transcribed mRNA catabolic proce..." 5 0 0.38 "1.00000"
"1615" "GO:0000292" "RNA fragment catabolic process" 1 0 0.08 "1.00000"
"1616" "GO:0000301" "retrograde transport, vesicle recycling ..." 1 0 0.08 "1.00000"
"1617" "GO:0000303" "response to superoxide" 4 0 0.3 "1.00000"
"1618" "GO:0000305" "response to oxygen radical" 4 0 0.3 "1.00000"
"1619" "GO:0000338" "protein deneddylation" 8 0 0.6 "1.00000"
"1620" "GO:0000372" "Group I intron splicing" 1 0 0.08 "1.00000"
"1621" "GO:0000374" "Group III intron splicing" 1 0 0.08 "1.00000"
"1622" "GO:0000376" "RNA splicing, via transesterification re..." 1 0 0.08 "1.00000"
"1623" "GO:0000379" "tRNA-type intron splice site recognition..." 1 0 0.08 "1.00000"
"1624" "GO:0000380" "alternative mRNA splicing, via spliceoso..." 15 0 1.13 "1.00000"
"1625" "GO:0000381" "regulation of alternative mRNA splicing,..." 13 0 0.98 "1.00000"
"1626" "GO:0000387" "spliceosomal snRNP assembly" 7 0 0.53 "1.00000"
"1627" "GO:0000394" "RNA splicing, via endonucleolytic cleava..." 1 0 0.08 "1.00000"
"1628" "GO:0000395" "mRNA 5'-splice site recognition" 1 0 0.08 "1.00000"
"1629" "GO:0000398" "mRNA splicing, via spliceosome" 55 0 4.15 "1.00000"
"1630" "GO:0000413" "protein peptidyl-prolyl isomerization" 14 0 1.06 "1.00000"
"1631" "GO:0000414" "regulation of histone H3-K36 methylation" 1 0 0.08 "1.00000"
"1632" "GO:0000422" "autophagy of mitochondrion" 7 0 0.53 "1.00000"
"1633" "GO:0000459" "exonucleolytic trimming involved in rRNA..." 1 0 0.08 "1.00000"
"1634" "GO:0000460" "maturation of 5.8S rRNA" 5 0 0.38 "1.00000"
"1635" "GO:0000462" "maturation of SSU-rRNA from tricistronic..." 1 0 0.08 "1.00000"
"1636" "GO:0000463" "maturation of LSU-rRNA from tricistronic..." 3 0 0.23 "1.00000"
"1637" "GO:0000466" "maturation of 5.8S rRNA from tricistroni..." 3 0 0.23 "1.00000"
"1638" "GO:0000467" "exonucleolytic trimming to generate matu..." 1 0 0.08 "1.00000"
"1639" "GO:0000469" "cleavage involved in rRNA processing" 2 0 0.15 "1.00000"
"1640" "GO:0000470" "maturation of LSU-rRNA" 4 0 0.3 "1.00000"
"1641" "GO:0000478" "endonucleolytic cleavage involved in rRN..." 1 0 0.08 "1.00000"
"1642" "GO:0000481" "maturation of 5S rRNA" 1 0 0.08 "1.00000"
"1643" "GO:0000488" "maturation of LSU-rRNA from tetracistron..." 1 0 0.08 "1.00000"
"1644" "GO:0000489" "maturation of SSU-rRNA from tetracistron..." 1 0 0.08 "1.00000"
"1645" "GO:0000491" "small nucleolar ribonucleoprotein comple..." 1 0 0.08 "1.00000"
"1646" "GO:0000492" "box C/D snoRNP assembly" 1 0 0.08 "1.00000"
"1647" "GO:0000495" "box H/ACA snoRNA 3'-end processing" 1 0 0.08 "1.00000"
"1648" "GO:0000578" "embryonic axis specification" 7 0 0.53 "1.00000"
"1649" "GO:0000706" "meiotic DNA double-strand break processi..." 1 0 0.08 "1.00000"
"1650" "GO:0000710" "meiotic mismatch repair" 6 0 0.45 "1.00000"
"1651" "GO:0000712" "resolution of meiotic recombination inte..." 9 0 0.68 "1.00000"
"1652" "GO:0000719" "photoreactive repair" 3 0 0.23 "1.00000"
"1653" "GO:0000722" "telomere maintenance via recombination" 2 0 0.15 "1.00000"
"1654" "GO:0000723" "telomere maintenance" 13 0 0.98 "1.00000"
"1655" "GO:0000726" "non-recombinational repair" 7 0 0.53 "1.00000"
"1656" "GO:0000727" "double-strand break repair via break-ind..." 8 0 0.6 "1.00000"
"1657" "GO:0000729" "DNA double-strand break processing" 2 0 0.15 "1.00000"
"1658" "GO:0000730" "DNA recombinase assembly" 2 0 0.15 "1.00000"
"1659" "GO:0000731" "DNA synthesis involved in DNA repair" 6 0 0.45 "1.00000"
"1660" "GO:0000735" "removal of nonhomologous ends" 1 0 0.08 "1.00000"
"1661" "GO:0000738" "DNA catabolic process, exonucleolytic" 1 0 0.08 "1.00000"
"1662" "GO:0000820" "regulation of glutamine family amino aci..." 1 0 0.08 "1.00000"
"1663" "GO:0000911" "cytokinesis by cell plate formation" 18 0 1.36 "1.00000"
"1664" "GO:0000912" "assembly of actomyosin apparatus involve..." 1 0 0.08 "1.00000"
"1665" "GO:0000913" "preprophase band assembly" 3 0 0.23 "1.00000"
"1666" "GO:0000914" "phragmoplast assembly" 1 0 0.08 "1.00000"
"1667" "GO:0000917" "division septum assembly" 1 0 0.08 "1.00000"
"1668" "GO:0000919" "cell plate assembly" 5 0 0.38 "1.00000"
"1669" "GO:0000956" "nuclear-transcribed mRNA catabolic proce..." 29 0 2.19 "1.00000"
"1670" "GO:0000957" "mitochondrial RNA catabolic process" 2 0 0.15 "1.00000"
"1671" "GO:0000958" "mitochondrial mRNA catabolic process" 2 0 0.15 "1.00000"
"1672" "GO:0000959" "mitochondrial RNA metabolic process" 13 0 0.98 "1.00000"
"1673" "GO:0000963" "mitochondrial RNA processing" 5 0 0.38 "1.00000"
"1674" "GO:0000965" "mitochondrial RNA 3'-end processing" 2 0 0.15 "1.00000"
"1675" "GO:0000966" "RNA 5'-end processing" 3 0 0.23 "1.00000"
"1676" "GO:0000967" "rRNA 5'-end processing" 1 0 0.08 "1.00000"
"1677" "GO:0000972" "transcription-dependent tethering of RNA..." 2 0 0.15 "1.00000"
"1678" "GO:0000973" "posttranscriptional tethering of RNA pol..." 1 0 0.08 "1.00000"
"1679" "GO:0001172" "transcription, RNA-templated" 4 0 0.3 "1.00000"
"1680" "GO:0001173" "DNA-templated transcriptional start site..." 2 0 0.15 "1.00000"
"1681" "GO:0001174" "transcriptional start site selection at ..." 2 0 0.15 "1.00000"
"1682" "GO:0001188" "RNA polymerase I preinitiation complex a..." 1 0 0.08 "1.00000"
"1683" "GO:0001325" "formation of extrachromosomal circular D..." 2 0 0.15 "1.00000"
"1684" "GO:0001408" "guanine nucleotide transport" 1 0 0.08 "1.00000"
"1685" "GO:0001505" "regulation of neurotransmitter levels" 6 0 0.45 "1.00000"
"1686" "GO:0001510" "RNA methylation" 11 0 0.83 "1.00000"
"1687" "GO:0001522" "pseudouridine synthesis" 3 0 0.23 "1.00000"
"1688" "GO:0001560" "regulation of cell growth by extracellul..." 1 0 0.08 "1.00000"
"1689" "GO:0001561" "fatty acid alpha-oxidation" 2 0 0.15 "1.00000"
"1690" "GO:0001578" "microtubule bundle formation" 2 0 0.15 "1.00000"
"1691" "GO:0001678" "cellular glucose homeostasis" 7 0 0.53 "1.00000"
"1692" "GO:0001709" "cell fate determination" 3 0 0.23 "1.00000"
"1693" "GO:0001711" "endodermal cell fate commitment" 1 0 0.08 "1.00000"
"1694" "GO:0001714" "endodermal cell fate specification" 1 0 0.08 "1.00000"
"1695" "GO:0001732" "formation of cytoplasmic translation ini..." 1 0 0.08 "1.00000"
"1696" "GO:0001736" "establishment of planar polarity" 1 0 0.08 "1.00000"
"1697" "GO:0001738" "morphogenesis of a polarized epithelium" 1 0 0.08 "1.00000"
"1698" "GO:0001881" "receptor recycling" 1 0 0.08 "1.00000"
"1699" "GO:0001887" "selenium compound metabolic process" 3 0 0.23 "1.00000"
"1700" "GO:0001894" "tissue homeostasis" 1 0 0.08 "1.00000"
"1701" "GO:0001906" "cell killing" 1 0 0.08 "1.00000"
"1702" "GO:0001934" "positive regulation of protein phosphory..." 6 0 0.45 "1.00000"
"1703" "GO:0001944" "vasculature development" 1 0 0.08 "1.00000"
"1704" "GO:0002009" "morphogenesis of an epithelium" 1 0 0.08 "1.00000"
"1705" "GO:0002097" "tRNA wobble base modification" 9 0 0.68 "1.00000"
"1706" "GO:0002098" "tRNA wobble uridine modification" 8 0 0.6 "1.00000"
"1707" "GO:0002100" "tRNA wobble adenosine to inosine editing" 1 0 0.08 "1.00000"
"1708" "GO:0002103" "endonucleolytic cleavage of tetracistron..." 1 0 0.08 "1.00000"
"1709" "GO:0002119" "nematode larval development" 2 0 0.15 "1.00000"
"1710" "GO:0002143" "tRNA wobble position uridine thiolation" 2 0 0.15 "1.00000"
"1711" "GO:0002164" "larval development" 2 0 0.15 "1.00000"
"1712" "GO:0002181" "cytoplasmic translation" 5 0 0.38 "1.00000"
"1713" "GO:0002182" "cytoplasmic translational elongation" 1 0 0.08 "1.00000"
"1714" "GO:0002183" "cytoplasmic translational initiation" 1 0 0.08 "1.00000"
"1715" "GO:0002213" "defense response to insect" 9 0 0.68 "1.00000"
"1716" "GO:0002215" "defense response to nematode" 1 0 0.08 "1.00000"
"1717" "GO:0002220" "innate immune response activating cell s..." 1 0 0.08 "1.00000"
"1718" "GO:0002230" "positive regulation of defense response ..." 1 0 0.08 "1.00000"
"1719" "GO:0002238" "response to molecule of fungal origin" 2 0 0.15 "1.00000"
"1720" "GO:0002429" "immune response-activating cell surface ..." 1 0 0.08 "1.00000"
"1721" "GO:0002679" "respiratory burst involved in defense re..." 3 0 0.23 "1.00000"
"1722" "GO:0002697" "regulation of immune effector process" 3 0 0.23 "1.00000"
"1723" "GO:0002698" "negative regulation of immune effector p..." 1 0 0.08 "1.00000"
"1724" "GO:0002752" "cell surface pattern recognition recepto..." 1 0 0.08 "1.00000"
"1725" "GO:0002768" "immune response-regulating cell surface ..." 1 0 0.08 "1.00000"
"1726" "GO:0002790" "peptide secretion" 2 0 0.15 "1.00000"
"1727" "GO:0002833" "positive regulation of response to bioti..." 16 0 1.21 "1.00000"
"1728" "GO:0002926" "tRNA wobble base 5-methoxycarbonylmethyl..." 1 0 0.08 "1.00000"
"1729" "GO:0003032" "detection of oxygen" 1 0 0.08 "1.00000"
"1730" "GO:0003373" "dynamin family protein polymerization in..." 1 0 0.08 "1.00000"
"1731" "GO:0003374" "dynamin family protein polymerization in..." 1 0 0.08 "1.00000"
"1732" "GO:0003376" "sphingosine-1-phosphate receptor signali..." 1 0 0.08 "1.00000"
"1733" "GO:0003400" "regulation of COPII vesicle coating" 2 0 0.15 "1.00000"
"1734" "GO:0005513" "detection of calcium ion" 1 0 0.08 "1.00000"
"1735" "GO:0005977" "glycogen metabolic process" 3 0 0.23 "1.00000"
"1736" "GO:0005978" "glycogen biosynthetic process" 1 0 0.08 "1.00000"
"1737" "GO:0005980" "glycogen catabolic process" 1 0 0.08 "1.00000"
"1738" "GO:0005983" "starch catabolic process" 10 0 0.75 "1.00000"
"1739" "GO:0005991" "trehalose metabolic process" 13 0 0.98 "1.00000"
"1740" "GO:0005992" "trehalose biosynthetic process" 13 0 0.98 "1.00000"
"1741" "GO:0005996" "monosaccharide metabolic process" 48 0 3.62 "1.00000"
"1742" "GO:0006004" "fucose metabolic process" 13 0 0.98 "1.00000"
"1743" "GO:0006006" "glucose metabolic process" 6 0 0.45 "1.00000"
"1744" "GO:0006011" "UDP-glucose metabolic process" 1 0 0.08 "1.00000"
"1745" "GO:0006012" "galactose metabolic process" 4 0 0.3 "1.00000"
"1746" "GO:0006013" "mannose metabolic process" 1 0 0.08 "1.00000"
"1747" "GO:0006015" "5-phosphoribose 1-diphosphate biosynthet..." 1 0 0.08 "1.00000"
"1748" "GO:0006020" "inositol metabolic process" 7 0 0.53 "1.00000"
"1749" "GO:0006021" "inositol biosynthetic process" 1 0 0.08 "1.00000"
"1750" "GO:0006022" "aminoglycan metabolic process" 1 0 0.08 "1.00000"
"1751" "GO:0006026" "aminoglycan catabolic process" 1 0 0.08 "1.00000"
"1752" "GO:0006029" "proteoglycan metabolic process" 1 0 0.08 "1.00000"
"1753" "GO:0006030" "chitin metabolic process" 1 0 0.08 "1.00000"
"1754" "GO:0006032" "chitin catabolic process" 1 0 0.08 "1.00000"
"1755" "GO:0006040" "amino sugar metabolic process" 8 0 0.6 "1.00000"
"1756" "GO:0006044" "N-acetylglucosamine metabolic process" 1 0 0.08 "1.00000"
"1757" "GO:0006047" "UDP-N-acetylglucosamine metabolic proces..." 2 0 0.15 "1.00000"
"1758" "GO:0006048" "UDP-N-acetylglucosamine biosynthetic pro..." 2 0 0.15 "1.00000"
"1759" "GO:0006056" "mannoprotein metabolic process" 2 0 0.15 "1.00000"
"1760" "GO:0006057" "mannoprotein biosynthetic process" 2 0 0.15 "1.00000"
"1761" "GO:0006063" "uronic acid metabolic process" 3 0 0.23 "1.00000"
"1762" "GO:0006074" "(1->3)-beta-D-glucan metabolic process" 5 0 0.38 "1.00000"
"1763" "GO:0006075" "(1->3)-beta-D-glucan biosynthetic proces..." 5 0 0.38 "1.00000"
"1764" "GO:0006080" "substituted mannan metabolic process" 1 0 0.08 "1.00000"
"1765" "GO:0006083" "acetate metabolic process" 1 0 0.08 "1.00000"
"1766" "GO:0006084" "acetyl-CoA metabolic process" 3 0 0.23 "1.00000"
"1767" "GO:0006085" "acetyl-CoA biosynthetic process" 1 0 0.08 "1.00000"
"1768" "GO:0006089" "lactate metabolic process" 3 0 0.23 "1.00000"
"1769" "GO:0006094" "gluconeogenesis" 3 0 0.23 "1.00000"
"1770" "GO:0006099" "tricarboxylic acid cycle" 8 0 0.6 "1.00000"
"1771" "GO:0006101" "citrate metabolic process" 8 0 0.6 "1.00000"
"1772" "GO:0006102" "isocitrate metabolic process" 1 0 0.08 "1.00000"
"1773" "GO:0006103" "2-oxoglutarate metabolic process" 1 0 0.08 "1.00000"
"1774" "GO:0006106" "fumarate metabolic process" 2 0 0.15 "1.00000"
"1775" "GO:0006108" "malate metabolic process" 3 0 0.23 "1.00000"
"1776" "GO:0006111" "regulation of gluconeogenesis" 1 0 0.08 "1.00000"
"1777" "GO:0006112" "energy reserve metabolic process" 3 0 0.23 "1.00000"
"1778" "GO:0006114" "glycerol biosynthetic process" 1 0 0.08 "1.00000"
"1779" "GO:0006116" "NADH oxidation" 1 0 0.08 "1.00000"
"1780" "GO:0006119" "oxidative phosphorylation" 5 0 0.38 "1.00000"
"1781" "GO:0006123" "mitochondrial electron transport, cytoch..." 2 0 0.15 "1.00000"
"1782" "GO:0006127" "glycerophosphate shuttle" 1 0 0.08 "1.00000"
"1783" "GO:0006145" "purine nucleobase catabolic process" 3 0 0.23 "1.00000"
"1784" "GO:0006148" "inosine catabolic process" 1 0 0.08 "1.00000"
"1785" "GO:0006152" "purine nucleoside catabolic process" 2 0 0.15 "1.00000"
"1786" "GO:0006169" "adenosine salvage" 1 0 0.08 "1.00000"
"1787" "GO:0006182" "cGMP biosynthetic process" 2 0 0.15 "1.00000"
"1788" "GO:0006183" "GTP biosynthetic process" 2 0 0.15 "1.00000"
"1789" "GO:0006188" "IMP biosynthetic process" 10 0 0.75 "1.00000"
"1790" "GO:0006189" "'de novo' IMP biosynthetic process" 9 0 0.68 "1.00000"
"1791" "GO:0006195" "purine nucleotide catabolic process" 1 0 0.08 "1.00000"
"1792" "GO:0006203" "dGTP catabolic process" 1 0 0.08 "1.00000"
"1793" "GO:0006206" "pyrimidine nucleobase metabolic process" 7 0 0.53 "1.00000"
"1794" "GO:0006207" "'de novo' pyrimidine nucleobase biosynth..." 3 0 0.23 "1.00000"
"1795" "GO:0006213" "pyrimidine nucleoside metabolic process" 12 0 0.91 "1.00000"
"1796" "GO:0006216" "cytidine catabolic process" 1 0 0.08 "1.00000"
"1797" "GO:0006218" "uridine catabolic process" 1 0 0.08 "1.00000"
"1798" "GO:0006220" "pyrimidine nucleotide metabolic process" 20 0 1.51 "1.00000"
