HOG	OG	Gene Tree Parent Clade	lycopersicum	pepper
N0.HOG0013574	OG0011429	-	Solyc04g064510.3.1	PHT83888.1
N0.HOG0013575	OG0011430	-	Solyc04g064540.4.1	PHT83887.1
N0.HOG0013576	OG0011431	-	Solyc04g064560.4.1	PHT83884.1
N0.HOG0013577	OG0011432	-	Solyc04g064570.3.1	PHT83883.1
N0.HOG0013578	OG0011433	-	Solyc04g064590.3.1	PHT83882.1
N0.HOG0013579	OG0011434	-	Solyc04g064620.4.1	PHT83443.1
N0.HOG0013580	OG0011435	-	Solyc04g064650.1.1	PHT83435.1
N0.HOG0013581	OG0011436	-	Solyc04g064670.3.1	PHT83433.1
N0.HOG0013582	OG0011437	-	Solyc04g064680.4.1	PHT83432.1
N0.HOG0013583	OG0011438	-	Solyc04g064690.4.1	PHT83429.1
N0.HOG0013584	OG0011439	-	Solyc04g064700.4.1	PHT74783.1
N0.HOG0013585	OG0011440	-	Solyc04g064720.3.1	PHT83913.1
N0.HOG0013586	OG0011441	-	Solyc04g064740.4.1	PHT83901.1
N0.HOG0013587	OG0011442	-	Solyc04g064750.2.1	PHT83905.1
N0.HOG0013588	OG0011443	-	Solyc04g064790.3.1	PHT83878.1
N0.HOG0013589	OG0011444	-	Solyc04g064820.3.1	PHT83876.1
N0.HOG0013590	OG0011445	-	Solyc04g064830.4.1	PHT75821.1
N0.HOG0013591	OG0011446	-	Solyc04g064870.3.1	PHT83867.1
N0.HOG0013592	OG0011447	-	Solyc04g064920.4.1	PHT83864.1
N0.HOG0013593	OG0011448	-	Solyc04g064930.3.1	PHT83862.1
N0.HOG0013594	OG0011449	-	Solyc04g064940.3.1	PHT83861.1
N0.HOG0013595	OG0011450	-	Solyc04g070960.3.1	PHT61418.1
N0.HOG0013596	OG0011451	-	Solyc04g070970.4.1	PHT73264.1
N0.HOG0013597	OG0011452	-	Solyc04g071000.1.1	PHT83915.1
N0.HOG0013598	OG0011453	-	Solyc04g071010.4.1	PHT83916.1
N0.HOG0013599	OG0011454	-	Solyc04g071040.4.1	PHT83921.1
N0.HOG0013600	OG0011455	-	Solyc04g071120.3.1	PHT83951.1
N0.HOG0013601	OG0011456	-	Solyc04g071130.1.1	PHT83950.1
N0.HOG0013602	OG0011457	-	Solyc04g071150.3.1	PHT83948.1
N0.HOG0013603	OG0011458	-	Solyc04g071160.3.1	PHT83947.1
N0.HOG0013604	OG0011459	-	Solyc04g071180.3.1	PHT69027.1
N0.HOG0013605	OG0011460	-	Solyc04g071310.3.1	PHT83958.1
N0.HOG0013606	OG0011461	-	Solyc04g071360.4.1	PHT83964.1
N0.HOG0013607	OG0011462	-	Solyc04g071400.4.1	PHT83968.1
N0.HOG0013608	OG0011463	-	Solyc04g071420.3.1	PHT83969.1
N0.HOG0013609	OG0011464	-	Solyc04g071430.2.1	PHT83971.1
N0.HOG0013610	OG0011465	-	Solyc04g071440.3.1	PHT83973.1
N0.HOG0013611	OG0011466	-	Solyc04g071480.1.1	PHT83977.1
N0.HOG0013612	OG0011467	-	Solyc04g071490.3.1	PHT83978.1
N0.HOG0013613	OG0011468	-	Solyc04g071500.4.1	PHT83979.1
N0.HOG0013614	OG0011469	-	Solyc04g071520.3.1	PHT63557.1
N0.HOG0013615	OG0011470	-	Solyc04g071523.1.1	PHT63558.1
N0.HOG0013616	OG0011471	-	Solyc04g071540.4.1	PHT83984.1
N0.HOG0013617	OG0011472	-	Solyc04g071550.2.1	PHT83990.1
N0.HOG0013618	OG0011473	-	Solyc04g071560.4.1	PHT83991.1
N0.HOG0013619	OG0011474	-	Solyc04g071640.1.1	PHT83999.1
N0.HOG0013620	OG0011475	-	Solyc04g071660.3.1, Solyc06g072810.4.1	
N0.HOG0013621	OG0011476	-	Solyc04g071690.4.1	PHT84002.1
N0.HOG0013622	OG0011477	-	Solyc04g071700.3.1	PHT84003.1
N0.HOG0013623	OG0011478	-	Solyc04g071710.4.1	PHT84004.1
N0.HOG0013624	OG0011479	-	Solyc04g071770.3.1	PHT84007.1
N0.HOG0013625	OG0011480	-	Solyc04g071860.3.1	PHT84016.1
N0.HOG0013626	OG0011481	-	Solyc04g071870.1.1	PHT84017.1
N0.HOG0013627	OG0011482	-	Solyc04g071920.2.1	PHT84028.1
N0.HOG0013628	OG0011483	-	Solyc04g071930.4.1	PHT84029.1
N0.HOG0013629	OG0011484	-	Solyc04g071940.3.1	PHT84031.1
N0.HOG0013630	OG0011485	-	Solyc04g071960.3.1	PHT84032.1
N0.HOG0013631	OG0011486	-	Solyc04g071980.3.1	PHT84033.1
N0.HOG0013632	OG0011487	-	Solyc04g072010.3.1	PHT84043.1
N0.HOG0013633	OG0011488	-	Solyc04g072032.1.1	PHT84047.1
N0.HOG0013634	OG0011489	-	Solyc04g072036.1.1	PHT84056.1
N0.HOG0013635	OG0011490	-	Solyc04g072038.1.1	PHT84054.1
N0.HOG0013636	OG0011491	-	Solyc04g072039.1.1	PHT84052.1
N0.HOG0013637	OG0011492	-	Solyc04g072040.1.1	PHT84050.1
N0.HOG0013638	OG0011493	-	Solyc04g072043.1.1	PHT84051.1
N0.HOG0013639	OG0011494	-	Solyc04g072047.1.1	PHT84048.1
N0.HOG0013640	OG0011495	-	Solyc12g056760.2.1, Solyc04g072120.2.1	
N0.HOG0013641	OG0011496	-	Solyc04g072060.4.1	PHT84081.1
N0.HOG0013642	OG0011497	-	Solyc04g072070.3.1	PHT84080.1
N0.HOG0013643	OG0011498	-	Solyc04g072140.4.1	PHT84074.1
N0.HOG0013644	OG0011499	-	Solyc04g072150.3.1	PHT84089.1
N0.HOG0013645	OG0011500	-	Solyc04g072170.1.1	PHT84095.1
N0.HOG0013646	OG0011501	-	Solyc04g072180.3.1	PHT84096.1
N0.HOG0013647	OG0011502	-	Solyc04g072210.4.1	PHT84102.1
N0.HOG0013648	OG0011503	-	Solyc04g072230.4.1	PHT84109.1
N0.HOG0013649	OG0011504	-	Solyc04g072250.4.1	PHT84113.1
N0.HOG0013650	OG0011505	-	Solyc04g072260.3.1	PHT84114.1
N0.HOG0013651	OG0011506	-	Solyc04g072290.3.1	PHT84120.1
N0.HOG0013652	OG0011507	-	Solyc04g072300.1.1	PHT84121.1
N0.HOG0013653	OG0011508	-	Solyc04g072310.3.1	PHT84122.1
N0.HOG0013654	OG0011509	-	Solyc04g072390.3.1	PHT84163.1
N0.HOG0013655	OG0011510	-	Solyc04g072400.4.1	PHT84162.1
N0.HOG0013656	OG0011511	-	Solyc04g072430.1.1, Solyc04g072420.1.1	
N0.HOG0013657	OG0011512	-	Solyc04g072440.4.1	PHT84156.1
N0.HOG0013658	OG0011513	-	Solyc04g072460.3.1	PHT84155.1
N0.HOG0013659	OG0011514	-	Solyc04g072490.4.1, Solyc04g072530.2.1	
N0.HOG0013660	OG0011515	-	Solyc04g072510.3.1	PHT84126.1
N0.HOG0013661	OG0011516	-	Solyc04g072540.3.1	PHT84125.1
N0.HOG0013662	OG0011517	-	Solyc04g072560.3.1	PHT84124.1
N0.HOG0013663	OG0011518	-	Solyc04g072640.3.1	PHT84145.1
N0.HOG0013664	OG0011519	-	Solyc04g072650.1.1	PHT84146.1
N0.HOG0013665	OG0011520	-	Solyc04g072660.4.1	PHT84147.1
N0.HOG0013666	OG0011521	-	Solyc04g072690.3.1	PHT84166.1
N0.HOG0013667	OG0011522	-	Solyc04g072700.4.1	PHT84167.1
N0.HOG0013668	OG0011523	-	Solyc04g072770.4.1	PHT84174.1
N0.HOG0013669	OG0011524	-	Solyc04g072780.4.1	PHT84176.1
N0.HOG0013670	OG0011525	-	Solyc04g072800.4.1	PHT84180.1
N0.HOG0013671	OG0011526	-	Solyc04g072810.4.1	PHT84181.1
N0.HOG0013672	OG0011527	-	Solyc04g072830.4.1	PHT84182.1
N0.HOG0013673	OG0011528	-	Solyc04g072850.4.1	PHT84183.1
N0.HOG0013674	OG0011529	-	Solyc04g072920.4.1	PHT84199.1
N0.HOG0013675	OG0011530	-	Solyc04g072930.1.1	PHT84196.1
N0.HOG0013676	OG0011531	-	Solyc04g072940.4.1	PHT84195.1
N0.HOG0013677	OG0011532	-	Solyc04g073940.4.1	PHT84193.1
N0.HOG0013678	OG0011533	-	Solyc04g073950.2.1	PHT84192.1
N0.HOG0013679	OG0011534	-	Solyc04g073960.3.1	PHT84207.1
N0.HOG0013680	OG0011535	-	Solyc04g073970.4.1	PHT84205.1
N0.HOG0013681	OG0011536	-	Solyc04g073980.3.1	PHT84204.1
N0.HOG0013682	OG0011537	-	Solyc04g074060.3.1, Solyc04g074010.3.1	
N0.HOG0013683	OG0011538	-	Solyc04g074080.3.1	PHT83495.1
N0.HOG0013684	OG0011539	-	Solyc04g074100.3.1	PHT83498.1
N0.HOG0013685	OG0011540	-	Solyc04g074110.4.1	PHT83499.1
N0.HOG0013686	OG0011541	-	Solyc04g074130.3.1	PHT83503.1
N0.HOG0013687	OG0011542	-	Solyc04g074140.4.1	PHT83506.1
N0.HOG0013688	OG0011543	-	Solyc04g074150.3.1	PHT83507.1
N0.HOG0013689	OG0011544	-	Solyc04g074160.3.1	PHT83488.1
N0.HOG0013690	OG0011545	-	Solyc04g074163.1.1	PHT80539.1
N0.HOG0013691	OG0011546	-	Solyc04g074167.1.1	PHT83487.1
N0.HOG0013692	OG0011547	-	Solyc04g074170.3.1	PHT83486.1
N0.HOG0013693	OG0011548	-	Solyc04g074190.3.1	PHT84209.1
N0.HOG0013694	OG0011549	-	Solyc04g074220.4.1	PHT84210.1
N0.HOG0013695	OG0011550	-	Solyc04g074240.3.1	PHT84212.1
N0.HOG0013696	OG0011551	-	Solyc04g074270.3.1	PHT84214.1
N0.HOG0013697	OG0011552	-	Solyc04g074280.1.1	PHT84215.1
N0.HOG0013698	OG0011553	-	Solyc04g074370.2.1	PHT37383.1
N0.HOG0013699	OG0011554	-	Solyc04g074490.3.1	PHT84257.1
N0.HOG0013700	OG0011555	-	Solyc04g074500.3.1	PHT84258.1
N0.HOG0013701	OG0011556	-	Solyc04g074520.1.1	PHT84266.1
N0.HOG0013702	OG0011557	-	Solyc04g074550.4.1	PHT84271.1
N0.HOG0013703	OG0011558	-	Solyc04g074630.4.1	PHT84275.1
N0.HOG0013704	OG0011559	-	Solyc04g074640.4.1	PHT84276.1
N0.HOG0013705	OG0011560	-	Solyc04g074660.3.1	PHT84277.1
N0.HOG0013706	OG0011561	-	Solyc11g010250.1.1, Solyc04g074680.1.1	
N0.HOG0013707	OG0011562	-	Solyc04g074700.4.1	PHT84280.1
N0.HOG0013708	OG0011563	-	Solyc04g074710.3.1	PHT84281.1
N0.HOG0013709	OG0011564	-	Solyc04g074740.4.1	PHT84292.1
N0.HOG0013710	OG0011565	-	Solyc04g074750.3.1	PHT64513.1
N0.HOG0013711	OG0011566	-	Solyc04g074760.3.1	PHT84290.1
N0.HOG0013712	OG0011567	-	Solyc04g074800.3.1	PHT84288.1
N0.HOG0013713	OG0011568	-	Solyc04g074810.4.1	PHT84287.1
N0.HOG0013714	OG0011569	-	Solyc04g074830.1.1	PHT84286.1
N0.HOG0013715	OG0011570	-	Solyc04g074870.3.1	PHT84308.1
N0.HOG0013716	OG0011571	-	Solyc04g074880.2.1	PHT84307.1
N0.HOG0013717	OG0011572	-	Solyc04g074900.3.1	PHT81085.1
N0.HOG0013718	OG0011573	-	Solyc04g074980.3.1	PHT84321.1
N0.HOG0013719	OG0011574	-	Solyc04g075000.1.1	PHT84325.1
N0.HOG0013720	OG0011575	-	Solyc04g076030.3.1	PHT84317.1
N0.HOG0013721	OG0011576	-	Solyc04g076033.1.1	PHT84316.1
N0.HOG0013722	OG0011577	-	Solyc04g076050.4.1	PHT84311.1
N0.HOG0013723	OG0011578	-	Solyc04g076070.1.1	PHT84340.1
N0.HOG0013724	OG0011579	-	Solyc04g076080.3.1	PHT84339.1
N0.HOG0013725	OG0011580	-	Solyc04g076110.4.1	PHT84332.1
N0.HOG0013726	OG0011581	-	Solyc04g076140.3.1	PHT84327.1
N0.HOG0013727	OG0011582	-	Solyc04g076180.4.1	PHT84342.1
N0.HOG0013728	OG0011583	-	Solyc04g076210.3.1	PHT84344.1
N0.HOG0013729	OG0011584	-	Solyc04g076220.3.1	PHT84345.1
N0.HOG0013730	OG0011585	-	Solyc04g076230.3.1	PHT84349.1
N0.HOG0013731	OG0011586	-	Solyc04g076240.3.1	PHT84350.1
N0.HOG0013732	OG0011587	-	Solyc04g076250.3.1	PHT84351.1
N0.HOG0013733	OG0011588	-	Solyc04g076260.2.1	PHT84352.1
N0.HOG0013734	OG0011589	-	Solyc04g076270.1.1	PHT84353.1
N0.HOG0013735	OG0011590	-	Solyc04g076280.4.1	PHT84354.1
N0.HOG0013736	OG0011591	-	Solyc04g076290.3.1	PHT84355.1
N0.HOG0013737	OG0011592	-	Solyc04g076300.4.1	PHT84356.1
N0.HOG0013738	OG0011593	-	Solyc04g076310.4.1	PHT84357.1
N0.HOG0013739	OG0011594	-	Solyc04g076320.4.1	PHT84358.1
N0.HOG0013740	OG0011595	-	Solyc04g076330.3.1	PHT84359.1
N0.HOG0013741	OG0011596	-	Solyc04g076340.3.1	PHT84362.1
N0.HOG0013742	OG0011597	-	Solyc04g076390.3.1	PHT91601.1
N0.HOG0013743	OG0011598	-	Solyc04g076400.3.1	PHT84369.1
N0.HOG0013744	OG0011599	-	Solyc04g076410.3.1	PHT84371.1
N0.HOG0013745	OG0011600	-	Solyc04g076420.4.1	PHT84372.1
N0.HOG0013746	OG0011601	-	Solyc04g076440.1.1	PHT84374.1
N0.HOG0013747	OG0011602	-	Solyc04g076450.1.1	PHT84376.1
N0.HOG0013748	OG0011603	-	Solyc04g076470.1.1	PHT84377.1
N0.HOG0013749	OG0011604	-	Solyc04g076480.3.1	PHT84378.1
N0.HOG0013750	OG0011605	-	Solyc04g076520.3.1	PHT84380.1
N0.HOG0013751	OG0011606	-	Solyc04g076530.3.1	PHT84244.1
N0.HOG0013752	OG0011607	-	Solyc04g076550.3.1	PHT66354.1
N0.HOG0013753	OG0011608	-	Solyc04g076580.4.1	PHT84240.1
N0.HOG0013754	OG0011609	-	Solyc04g076610.3.1	PHT84239.1
N0.HOG0013755	OG0011610	-	Solyc04g076620.4.1	PHT84238.1
N0.HOG0013756	OG0011611	-	Solyc04g076630.3.1	PHT84387.1
N0.HOG0013757	OG0011612	-	Solyc04g076670.3.1	PHT84393.1
N0.HOG0013758	OG0011613	-	Solyc04g076800.3.1	PHT84407.1
N0.HOG0013759	OG0011614	-	Solyc04g076830.4.1	PHT84411.1
N0.HOG0013760	OG0011615	-	Solyc04g076845.1.1	PHT84412.1
N0.HOG0013761	OG0011616	-	Solyc04g076860.3.1	PHT84414.1
N0.HOG0013762	OG0011617	-	Solyc04g076890.4.1	PHT84417.1
N0.HOG0013763	OG0011618	-	Solyc04g076910.3.1	PHT84418.1
N0.HOG0013764	OG0011619	-	Solyc04g076920.3.1	PHT84419.1
N0.HOG0013765	OG0011620	-	Solyc04g076960.4.1	PHT84421.1
N0.HOG0013766	OG0011621	-	Solyc04g076970.3.1	PHT84423.1
N0.HOG0013767	OG0011622	-	Solyc05g023990.2.1, Solyc04g076980.3.1	
N0.HOG0013768	OG0011623	-	Solyc04g077000.3.1	PHT84434.1
N0.HOG0013769	OG0011624	-	Solyc04g077010.4.1	PHT84433.1
N0.HOG0013770	OG0011625	-	Solyc04g077030.3.1	PHT84430.1
N0.HOG0013771	OG0011626	-	Solyc04g077040.3.1	PHT84429.1
N0.HOG0013772	OG0011627	-	Solyc04g077060.3.1	PHT84439.1
N0.HOG0013773	OG0011628	-	Solyc04g077120.4.1	PHT84445.1
N0.HOG0013774	OG0011629	-	Solyc04g077130.1.1	PHT84446.1
N0.HOG0013775	OG0011630	-	Solyc04g077140.3.1	PHT84447.1
N0.HOG0013776	OG0011631	-	Solyc04g077150.3.1	PHT84448.1
N0.HOG0013777	OG0011632	-	Solyc04g077160.1.1	PHT84449.1
N0.HOG0013778	OG0011633	-	Solyc04g077170.3.1	PHT84451.1
N0.HOG0013779	OG0011634	-	Solyc04g077180.3.1	PHT84452.1
N0.HOG0013780	OG0011635	-	Solyc04g077210.3.1	PHT84454.1
N0.HOG0013781	OG0011636	-	Solyc04g077220.3.1	PHT84455.1
N0.HOG0013782	OG0011637	-	Solyc04g077260.3.1	PHT84462.1
N0.HOG0013783	OG0011638	-	Solyc04g077290.3.1	PHT84465.1
N0.HOG0013784	OG0011639	-	Solyc04g077320.2.1, Solyc04g077310.3.1	
N0.HOG0013785	OG0011640	-	Solyc04g077420.4.1	PHT84489.1
N0.HOG0013786	OG0011641	-	Solyc04g077430.4.1	PHT84490.1
N0.HOG0013787	OG0011642	-	Solyc04g077450.3.1	PHT84492.1
N0.HOG0013788	OG0011643	-	Solyc04g077460.3.1	PHT84493.1
N0.HOG0013789	OG0011644	-	Solyc04g077480.3.1	PHT84495.1
N0.HOG0013790	OG0011645	-	Solyc04g077490.3.1	PHT78177.1
N0.HOG0013791	OG0011646	-	Solyc04g077500.4.1	PHT84511.1
N0.HOG0013792	OG0011647	-	Solyc04g077510.4.1	PHT84510.1
N0.HOG0013793	OG0011648	-	Solyc04g077570.1.1	PHT84504.1
N0.HOG0013794	OG0011649	-	Solyc04g077580.3.1	PHT84501.1
N0.HOG0013795	OG0011650	-	Solyc04g077610.4.1	PHT84498.1
N0.HOG0013796	OG0011651	-	Solyc04g077660.3.1	PHT84517.1
N0.HOG0013797	OG0011652	-	Solyc04g077680.3.1, Solyc12g088290.2.1	
N0.HOG0013798	OG0011653	-	Solyc04g077720.1.1	PHT84524.1
N0.HOG0013799	OG0011654	-	Solyc04g077730.1.1	PHT84525.1
N0.HOG0013800	OG0011655	-	Solyc04g077740.1.1	PHT84526.1
N0.HOG0013801	OG0011656	-	Solyc04g077760.1.1	PHT84527.1
N0.HOG0013802	OG0011657	-	Solyc04g077790.3.1	PHT84531.1
N0.HOG0013803	OG0011658	-	Solyc04g077820.4.1	PHT84533.1
N0.HOG0013804	OG0011659	-	Solyc04g077840.2.1	PHT84535.1
N0.HOG0013805	OG0011660	-	Solyc04g077860.4.1	PHT84539.1
N0.HOG0013806	OG0011661	-	Solyc04g077930.4.1	PHT84548.1
N0.HOG0013807	OG0011662	-	Solyc04g077960.1.1	PHT84549.1
N0.HOG0013808	OG0011663	-	Solyc04g077970.4.1	PHT84550.1
N0.HOG0013809	OG0011664	-	Solyc04g077990.3.1	PHT84552.1
N0.HOG0013810	OG0011665	-	Solyc04g078050.3.1	PHT84564.1
N0.HOG0013811	OG0011666	-	Solyc04g078090.3.1	PHT84566.1
N0.HOG0013812	OG0011667	-	Solyc04g078120.3.1	PHT84568.1
N0.HOG0013813	OG0011668	-	Solyc04g078130.4.1	PHT84570.1
N0.HOG0013814	OG0011669	-	Solyc04g078160.4.1	PHT84573.1
N0.HOG0013815	OG0011670	-	Solyc04g078195.1.1	PHT84578.1
N0.HOG0013816	OG0011671	-	Solyc04g078210.3.1	PHT84579.1
N0.HOG0013817	OG0011672	-	Solyc04g078270.3.1	PHT84582.1
N0.HOG0013818	OG0011673	-	Solyc04g078300.3.1	PHT84585.1
N0.HOG0013819	OG0011674	-	Solyc04g078360.1.1	PHT84601.1
N0.HOG0013820	OG0011675	-	Solyc04g078390.3.1	PHT84599.1
N0.HOG0013821	OG0011676	-	Solyc04g078400.3.1	PHT84598.1
N0.HOG0013822	OG0011677	-	Solyc04g078460.3.1	PHT84592.1
N0.HOG0013823	OG0011678	-	Solyc04g078470.3.1	PHT84605.1
N0.HOG0013824	OG0011679	-	Solyc04g078480.3.1	PHT84606.1
N0.HOG0013825	OG0011680	-	Solyc04g078490.1.1	PHT84607.1
N0.HOG0013826	OG0011681	-	Solyc04g078500.1.1	PHT84608.1
N0.HOG0013827	OG0011682	-	Solyc04g078510.4.1	PHT84609.1
N0.HOG0013828	OG0011683	-	Solyc04g078520.3.1	PHT84610.1
N0.HOG0013829	OG0011684	-	Solyc04g078550.3.1	PHT63237.1
N0.HOG0013830	OG0011685	-	Solyc04g078560.1.1	PHT63236.1
N0.HOG0013831	OG0011686	-	Solyc04g078590.3.1	PHT63234.1
N0.HOG0013832	OG0011687	-	Solyc04g078600.3.1	PHT63233.1
N0.HOG0013833	OG0011688	-	Solyc04g078610.4.1	PHT63232.1
N0.HOG0013834	OG0011689	-	Solyc04g078630.3.1	PHT63230.1
N0.HOG0013835	OG0011690	-	Solyc04g078640.3.1	PHT63229.1
N0.HOG0013836	OG0011691	-	Solyc04g078650.4.1	PHT63225.1
N0.HOG0013837	OG0011692	-	Solyc04g078670.3.1	PHT63224.1
N0.HOG0013838	OG0011693	-	Solyc04g078690.3.1	PHT63223.1
N0.HOG0013839	OG0011694	-	Solyc04g078750.3.1	PHT63217.1
N0.HOG0013840	OG0011695	-	Solyc04g078780.3.1	PHT81076.1
N0.HOG0013841	OG0011696	-	Solyc04g078790.3.1	PHT63213.1
N0.HOG0013842	OG0011697	-	Solyc04g078830.3.1	PHT63209.1
N0.HOG0013843	OG0011698	-	Solyc04g078840.3.1	PHT63208.1
N0.HOG0013844	OG0011699	-	Solyc04g078850.4.1	PHT63207.1
N0.HOG0013845	OG0011700	-	Solyc04g078870.4.1	PHT63201.1
N0.HOG0013846	OG0011701	-	Solyc04g078890.4.1	PHT63200.1
N0.HOG0013847	OG0011702	-	Solyc04g078900.3.1	PHT84614.1
N0.HOG0013848	OG0011703	-	Solyc04g078910.3.1	PHT84615.1
N0.HOG0013849	OG0011704	-	Solyc04g078920.3.1	PHT66540.1
N0.HOG0013850	OG0011705	-	Solyc04g078940.3.1	PHT84622.1
N0.HOG0013851	OG0011706	-	Solyc04g079000.4.1	PHT84627.1
N0.HOG0013852	OG0011707	-	Solyc04g079130.2.1	PHT84645.1
N0.HOG0013853	OG0011708	-	Solyc04g079150.1.1	PHT84647.1
N0.HOG0013854	OG0011709	-	Solyc04g079200.3.1	PHT84651.1
N0.HOG0013855	OG0011710	-	Solyc04g079270.4.1	PHT84655.1
N0.HOG0013856	OG0011711	-	Solyc04g079280.4.1	PHT84657.1
N0.HOG0013857	OG0011712	-	Solyc04g079290.3.1	PHT84658.1
N0.HOG0013858	OG0011713	-	Solyc04g079320.4.1	PHT84660.1
N0.HOG0013859	OG0011714	-	Solyc04g079330.2.1	PHT84661.1
N0.HOG0013860	OG0011715	-	Solyc04g079340.3.1	PHT84662.1
N0.HOG0013861	OG0011716	-	Solyc04g079360.1.1	PHT84665.1
N0.HOG0013862	OG0011717	-	Solyc04g079370.4.1	PHT84667.1
N0.HOG0013863	OG0011718	-	Solyc04g079380.1.1	PHT84677.1
N0.HOG0013864	OG0011719	-	Solyc04g079390.3.1	PHT84676.1
N0.HOG0013865	OG0011720	-	Solyc04g079400.3.1	PHT84675.1
N0.HOG0013866	OG0011721	-	Solyc04g079410.3.1	PHT84673.1
N0.HOG0013867	OG0011722	-	Solyc04g079430.4.1	PHT84680.1
N0.HOG0013868	OG0011723	-	Solyc04g079440.3.1	PHT84681.1
N0.HOG0013869	OG0011724	-	Solyc04g079490.1.1	PHT84668.1
N0.HOG0013870	OG0011725	-	Solyc04g079550.4.1	PHT84694.1
N0.HOG0013871	OG0011726	-	Solyc04g083160.2.1	PHT84696.1
N0.HOG0013872	OG0011727	-	Solyc04g079600.3.1	PHT84705.1
N0.HOG0013873	OG0011728	-	Solyc04g079690.3.1	PHT84719.1
N0.HOG0013874	OG0011729	-	Solyc04g079750.4.1	PHT84727.1
N0.HOG0013875	OG0011730	-	Solyc04g079760.4.1	PHT84728.1
N0.HOG0013876	OG0011731	-	Solyc04g079770.3.1	PHT84729.1
N0.HOG0013877	OG0011732	-	Solyc04g079780.4.1	PHT84730.1
N0.HOG0013878	OG0011733	-	Solyc04g079790.3.1	PHT84731.1
N0.HOG0013879	OG0011734	-	Solyc04g079800.4.1	PHT84732.1
N0.HOG0013880	OG0011735	-	Solyc04g079830.2.1	PHT84733.1
N0.HOG0013881	OG0011736	-	Solyc04g079840.4.1	PHT84734.1
N0.HOG0013882	OG0011737	-	Solyc04g079860.1.1	PHT84739.1
N0.HOG0013883	OG0011738	-	Solyc04g079880.4.1	PHT84741.1
N0.HOG0013884	OG0011739	-	Solyc04g079900.3.1	PHT84742.1
N0.HOG0013885	OG0011740	-	Solyc04g079910.4.1	PHT84757.1
N0.HOG0013886	OG0011741	-	Solyc04g079930.3.1	PHT84763.1
N0.HOG0013887	OG0011742	-	Solyc04g079950.4.1	PHT84767.1
N0.HOG0013888	OG0011743	-	Solyc04g079990.4.1	PHT84772.1
N0.HOG0013889	OG0011744	-	Solyc04g080000.1.1	PHT84773.1
N0.HOG0013890	OG0011745	-	Solyc04g080020.4.1	PHT84774.1
N0.HOG0013891	OG0011746	-	Solyc04g080040.3.1	PHT84776.1
N0.HOG0013892	OG0011747	-	Solyc04g080070.1.1	PHT84779.1
N0.HOG0013893	OG0011748	-	Solyc04g080120.1.1	PHT84786.1
N0.HOG0013894	OG0011749	-	Solyc04g080140.4.1	PHT84788.1
N0.HOG0013895	OG0011750	-	Solyc04g080170.3.1	PHT84790.1
N0.HOG0013896	OG0011751	-	Solyc04g080180.1.1	PHT84791.1
N0.HOG0013897	OG0011752	-	Solyc04g080210.1.1	PHT84793.1
N0.HOG0013898	OG0011753	-	Solyc04g080230.3.1	PHT84801.1
N0.HOG0013899	OG0011754	-	Solyc04g080240.4.1	PHT84802.1
N0.HOG0013900	OG0011755	-	Solyc04g080250.3.1	PHT84803.1
N0.HOG0013901	OG0011756	-	Solyc04g080260.4.1	PHT84804.1
N0.HOG0013902	OG0011757	-	Solyc04g080300.4.1	PHT84811.1
N0.HOG0013903	OG0011758	-	Solyc04g080310.1.1	PHT84812.1
N0.HOG0013904	OG0011759	-	Solyc04g080340.3.1	PHT84814.1
N0.HOG0013905	OG0011760	-	Solyc04g080350.4.1	PHT84815.1
N0.HOG0013906	OG0011761	-	Solyc04g080360.4.1	PHT84816.1
N0.HOG0013907	OG0011762	-	Solyc04g080380.3.1	PHT84818.1
N0.HOG0013908	OG0011763	-	Solyc04g080390.4.1	PHT84819.1
N0.HOG0013909	OG0011764	-	Solyc04g080420.4.1	PHT84822.1
N0.HOG0013910	OG0011765	-	Solyc04g080430.3.1	PHT84823.1
N0.HOG0013911	OG0011766	-	Solyc04g150172.1.1	PHT84824.1
N0.HOG0013912	OG0011767	-	Solyc04g080440.4.1	PHT84825.1
N0.HOG0013913	OG0011768	-	Solyc04g080450.1.1	PHT84826.1
N0.HOG0013914	OG0011769	-	Solyc04g080470.4.1	PHT84828.1
N0.HOG0013915	OG0011770	-	Solyc04g080480.1.1	PHT84829.1
N0.HOG0013916	OG0011771	-	Solyc04g080490.4.1	PHT84832.1
N0.HOG0013917	OG0011772	-	Solyc04g080510.3.1	PHT84836.1
N0.HOG0013918	OG0011773	-	Solyc04g080560.2.1, Solyc07g018430.3.1	
N0.HOG0013919	OG0011774	-	Solyc04g080570.3.1	PHT84842.1
N0.HOG0013920	OG0011775	-	Solyc04g080580.3.1	PHT84843.1
N0.HOG0013921	OG0011776	-	Solyc04g080590.4.1	PHT84844.1
N0.HOG0013922	OG0011777	-	Solyc04g080600.3.1	PHT84846.1
N0.HOG0013923	OG0011778	-	Solyc04g080640.1.1	PHT84850.1
N0.HOG0013924	OG0011779	-	Solyc04g080650.4.1	PHT84851.1
N0.HOG0013925	OG0011780	-	Solyc04g080690.3.1	PHT85200.1
N0.HOG0013926	OG0011781	-	Solyc04g080710.4.1	PHT85195.1
N0.HOG0013927	OG0011782	-	Solyc04g080730.3.1	PHT84855.1
N0.HOG0013928	OG0011783	-	Solyc04g080740.1.1	PHT84856.1
N0.HOG0013929	OG0011784	-	Solyc04g080750.4.1	PHT66561.1
