Orthogroup	pepper	lycopersicum
OG0000542	PHT63975.1, PHT64111.1, PHT64112.1	Solyc09g064570.1.1, Solyc09g064560.1.1, Solyc01g065910.1.1, Solyc01g105740.1.1, Solyc01g105730.1.1, Solyc06g064730.1.1, Solyc06g064700.1.1
OG0000543	PHT62769.1	Solyc01g080550.3.1
OG0000543	PHT94987.1	Solyc01g080560.1.1
OG0000543	PHT51488.1, PHT94997.1	Solyc01g080570.4.1
OG0000543	PHT62767.1	Solyc01g080700.4.1
OG0000544	PHT95255.1	Solyc01g080930.4.1
OG0000544	PHT64399.1	Solyc05g032690.2.1
OG0000544	PHT64396.1	Solyc01g094090.4.1
OG0000545	PHT83131.1, PHT86833.1, PHT62579.1, PHT78756.1, PHT72464.1, PHT88200.1, PHT94631.1	Solyc01g087260.4.1
OG0000545	PHT94630.1	Solyc01g087250.3.1
OG0000546	PHT85706.1, PHT85702.1	Solyc01g088270.3.1
OG0000546	PHT85703.1	Solyc09g090020.4.1
OG0000546	PHT94805.1	Solyc01g088300.3.1
OG0000547	PHT78433.1	Solyc06g051980.4.1
OG0000547	PHT87504.1	Solyc03g083270.4.1
OG0000547	PHT81605.1	Solyc05g050580.3.1
OG0000547	PHT74745.1	Solyc01g096020.4.1
OG0000547	PHT89933.1	Solyc10g009420.3.1
OG0000548	PHT68458.1	Solyc05g014470.3.1
OG0000548	PHT68107.1	Solyc05g005820.4.1
OG0000548	PHT75012.1	Solyc03g111010.4.1, Solyc06g071920.4.1, Solyc03g111000.3.1, Solyc01g098950.3.1, Solyc04g018055.1.1
OG0000549	PHT79475.1	Solyc06g068240.3.1
OG0000549	PHT88489.1	Solyc03g117480.4.1
OG0000549	PHT73759.1	Solyc12g009840.2.1
OG0000549	PHT75508.1	Solyc07g007600.3.1
OG0000549	PHT61562.1	Solyc01g100390.3.1
OG0000550	PHT67416.1, PHT74607.1, PHT93052.1	Solyc02g032230.1.1, Solyc02g032650.3.1, Solyc02g032235.1.1, Solyc02g032240.1.1
OG0000550	PHT62189.1	Solyc02g032200.4.1, Solyc01g102850.3.1
OG0000551	PHT93515.1	Solyc01g110190.4.1
OG0000551	PHT70380.1	Solyc10g054080.3.1
OG0000551	PHT57522.1, PHT65508.1, PHT81917.1, PHT68370.1, PHT72593.1	Solyc11g044880.3.1
OG0000552	PHT84485.1	Solyc04g077330.4.1
OG0000552	PHT84471.1, PHT84467.1, PHT84481.1, PHT77175.1, PHT89265.1	Solyc03g051800.1.1, Solyc02g021190.1.1, Solyc02g021180.1.1
OG0000553	PHT91074.1	Solyc02g082820.3.1
OG0000553	PHT83067.1	Solyc03g032190.3.1
OG0000553	PHT89388.1	Solyc02g061650.3.1, Solyc02g060605.1.1, Solyc11g030550.3.1, Solyc02g061690.2.1, Solyc02g061730.2.1
OG0000554	PHT82686.1	Solyc03g005860.4.1
OG0000554	PHT57618.1, PHT90157.1	Solyc02g071340.2.1
OG0000554	PHT90153.1	Solyc02g071350.3.1
OG0000555	PHT72721.1	Solyc09g061290.3.1
OG0000555	PHT79573.1, PHT91353.1	Solyc12g013940.1.1, Solyc02g078000.2.1, Solyc08g006907.1.1, Solyc12g013930.2.1
OG0000555	PHT80380.1	Solyc06g083460.4.1
OG0000556	PHT90809.1, PHT75622.1, PHT70541.1, PHT81335.1, PHT70542.1, PHT75623.1, PHT75611.1, PHT93738.1, PHT94075.1	Solyc02g081010.3.1
OG0000557	PHT91771.1	Solyc02g087070.4.1, Solyc02g087110.3.1
OG0000557	PHT91773.1, PHT91772.1, PHT91774.1, PHT83312.1, PHT76901.1, PHT83136.1	Solyc02g087100.1.1
OG0000558	PHT91818.1, PHT91823.1	Solyc02g087540.3.1
OG0000558	PHT91820.1, PHT91815.1, PHT91821.1, PHT91819.1, PHT95141.1, PHT91816.1	Solyc02g087530.2.1
OG0000561	PHT71855.1, PHT71861.1, PHT82603.1, PHT66340.1, PHT70654.1, PHT71857.1, PHT71856.1, PHT57599.1	Solyc03g078280.3.1, Solyc10g011925.1.1
OG0000562	PHT87603.1, PHT79614.1, PHT68621.1, PHT76230.1, PHT86023.1, PHT94330.1, PHT84347.1, PHT79613.1	Solyc03g081240.3.1, Solyc03g081270.2.1
OG0000563	PHT91160.1, PHT72077.1, PHT72301.1, PHT70138.1, PHT69773.1, PHT82143.1, PHT91255.1, PHT66305.1, PHT87740.1	Solyc03g082490.4.1
OG0000564	PHT86902.1, PHT86609.1	Solyc03g093700.3.1, Solyc03g093710.1.1, Solyc03g093760.1.1, Solyc03g093720.3.1, Solyc06g017870.1.1, Solyc03g093730.1.1, Solyc03g093770.1.1, Solyc03g093740.1.1
OG0000565	PHT69865.1	Solyc04g024480.1.1
OG0000565	PHT88528.1	Solyc03g117870.3.1
OG0000565	PHT87679.1, PHT69866.1, PHT69867.1	Solyc12g042460.2.1
OG0000566	PHT80615.1, PHT80616.1, PHT80684.1, PHT24720.1, PHT80683.1, PHT24886.1, PHT24719.1, PHT80600.1, PHT57482.1	Solyc04g016540.2.1
OG0000567	PHT94815.1, PHT94571.1, PHT94756.1, PHT93566.1, PHT94496.1, PHT94942.1, PHT94494.1, PHT24605.1, PHT94497.1	Solyc04g026180.1.1
OG0000568	PHT85465.1, PHT71850.1	Solyc05g008470.3.1
OG0000568	PHT76572.1, PHT62314.1, PHT82459.1, PHT76567.1, PHT76568.1, PHT67252.1	Solyc04g025657.1.1
OG0000569	PHT84348.1, PHT84405.1, PHT83829.1	Solyc04g064460.2.1, Solyc04g063430.3.1, Solyc04g064440.1.1, Solyc04g063415.1.1, Solyc04g063440.3.1, Solyc04g063400.3.1, Solyc04g064450.1.1
OG0000570	PHT83108.1	Solyc05g024000.1.1, Solyc05g013260.3.1, Solyc05g013280.4.1
OG0000570	PHT68148.1	Solyc05g005130.3.1
OG0000570	PHT68179.1	Solyc05g007170.3.1
OG0000570	PHT67464.1	Solyc05g018710.3.1
OG0000571	PHT71226.1, PHT71227.1, PHT71224.1, PHT67410.1, PHT71222.1, PHT71214.1, PHT67535.1, PHT67409.1	Solyc05g009760.3.1, Solyc05g009750.1.1
OG0000572	PHT82250.1, PHT69687.1, PHT72402.1, PHT69896.1, PHT69686.1, PHT69954.1, PHT72401.1, PHT69953.1, PHT69897.1	Solyc05g053350.3.1
OG0000573	PHT82494.1, PHT65370.1	Solyc05g055210.3.1, Solyc11g006660.3.1
OG0000573	PHT62703.1, PHT70912.1	Solyc07g006130.3.1
OG0000573	PHT62702.1	Solyc12g010520.3.1
OG0000574	PHT77773.1	Solyc06g008090.3.1
OG0000574	PHT72690.1	Solyc09g064200.4.1
OG0000574	PHT77653.1, PHT65388.1	Solyc11g006220.2.1
OG0000574	PHT65389.1, PHT74186.1	Solyc08g061500.3.1
OG0000575	PHT86133.1	Solyc09g075350.4.1
OG0000575	PHT77616.1, PHT66675.1, PHT83021.1, PHT68518.1, PHT86782.1, PHT60888.1, PHT77615.1	Solyc06g009190.4.1
OG0000576	PHT79030.1	Solyc06g066240.4.1
OG0000576	PHT79034.1	Solyc06g066230.4.1
OG0000576	PHT93084.1	Solyc06g060190.3.1, Solyc08g074260.3.1, Solyc08g076235.1.1, Solyc08g076250.3.1
OG0000577	PHT79788.1, PHT79801.1, PHT79791.1, PHT79799.1, PHT65319.1, PHT65306.1, PHT87895.1, PHT87892.1, PHT79800.1	Solyc06g072040.1.1
OG0000578	PHT76654.1, PHT72178.1, PHT75754.1, PHT82724.1, PHT84154.1, PHT73104.1, PHT66033.1, PHT92806.1, PHT70025.1	Solyc07g053960.3.1
OG0000579	PHT95296.1, PHT76778.1, PHT87528.1, PHT76838.1, PHT70177.1, PHT76777.1, PHT69741.1, PHT65337.1, PHT76784.1	Solyc07g055410.2.1
OG0000580	PHT72709.1	Solyc12g013840.3.1
OG0000580	PHT77111.1	Solyc07g063120.4.1
OG0000580	PHT65582.1	Solyc12g005950.2.1, Solyc11g011980.3.1, Solyc11g005190.3.1, Solyc08g081990.3.1, Solyc10g011690.3.1
OG0000581	PHT77518.1, PHT72987.1, PHT74299.1, PHT72731.1, PHT68774.1, PHT79406.1, PHT86262.1, PHT81697.1, PHT73465.1	Solyc07g066630.4.1
OG0000582	PHT64173.1, PHT93114.1, PHT79256.1, PHT79255.1, PHT90262.1, PHT92617.1, PHT92545.1, PHT92542.1, PHT96119.1	Solyc08g007650.1.1
OG0000583	PHT96124.1	Solyc08g007790.3.1
OG0000583	PHT66183.1	Solyc12g056450.2.1
OG0000583	PHT72868.1, PHT92514.1	Solyc08g080160.4.1
OG0000583	PHT72867.1, PHT92513.1	Solyc08g080170.3.1
OG0000584	PHT64821.1	Solyc11g011790.3.1
OG0000584	PHT64841.1	Solyc11g011800.3.1
OG0000584	PHT64831.1	Solyc08g074460.3.1
OG0000586	PHT92446.1	Solyc08g080650.3.1
OG0000586	PHT92445.1	Solyc08g080640.2.1
OG0000586	PHT92464.1, PHT92465.1, PHT92466.1, PHT92467.1	Solyc08g080620.1.1, Solyc11g044400.1.1
OG0000587	PHT65043.1, PHT65046.1, PHT92424.1, PHT92420.1, PHT63465.1, PHT92419.1, PHT92425.1, PHT92421.1, PHT92426.1	Solyc08g080980.4.1
OG0000588	PHT92214.1	Solyc08g082660.2.1
OG0000588	PHT95817.1	Solyc08g082650.2.1
OG0000588	PHT96061.1	Solyc12g014430.2.1
OG0000589	PHT70784.1	Solyc12g026410.1.1
OG0000589	PHT70783.1, PHT90698.1, PHT70859.1, PHT70778.1, PHT70782.1, PHT71424.1	Solyc09g010590.1.1, Solyc10g079180.2.1
OG0000590	PHT72254.1	Solyc09g011060.2.1
OG0000590	PHT72255.1, PHT72331.1, PHT72256.1, PHT72338.1	Solyc09g011990.1.1
OG0000590	PHT72337.1, PHT69664.1	Solyc09g012000.1.1
OG0000591	PHT77413.1, PHT77208.1, PHT77390.1, PHT89706.1, PHT77387.1, PHT87391.1, PHT77388.1, PHT72067.1, PHT77209.1	Solyc09g015170.4.1
OG0000592	PHT85888.1	Solyc09g082360.4.1
OG0000592	PHT85901.1	Solyc09g082330.2.1
OG0000592	PHT85900.1, PHT85889.1	Solyc09g065470.3.1
OG0000592	PHT85898.1	Solyc09g082340.2.1
OG0000593	PHT85769.1, PHT66150.1, PHT67053.1, PHT66151.1, PHT85776.1, PHT85777.1, PHT85770.1, PHT85774.1	Solyc09g083020.1.1, Solyc09g083030.1.1
OG0000594	PHT83755.1, PHT86648.1, PHT70866.1, PHT91445.1, PHT72846.1, PHT69949.1, PHT74624.1, PHT83511.1, PHT84218.1	Solyc09g098530.4.1
OG0000595	PHT70908.1	Solyc10g084560.3.1
OG0000595	PHT70943.1, PHT70910.1, PHT94700.1, PHT70907.1, PHT94702.1, PHT70905.1, PHT70911.1	Solyc10g084320.3.1
OG0000596	PHT82264.1, PHT82186.1, PHT82185.1, PHT82160.1, PHT88556.1, PHT88558.1, PHT88557.1, PHT88559.1, PHT24561.1	Solyc12g005210.1.1
OG0000612	PHT67012.1	Solyc10g012213.1.1, Solyc00g500078.1.1, Solyc00g500033.1.1, Solyc00g500151.1.1, Solyc00g500199.1.1, Solyc00g500129.1.1, Solyc00g500328.1.1, Solyc05g023725.1.1
OG0000613	PHT68651.1	Solyc10g080120.1.1
OG0000613	PHT74831.1	Solyc03g061580.1.1, Solyc10g062020.2.1, Solyc00g500169.1.1, Solyc00g500271.1.1, Solyc00g500098.1.1, Solyc00g500317.1.1
OG0000615	PHT69890.1	Solyc12g035760.1.1
OG0000615	PHT85295.1, PHT94636.1, PHT72727.1, PHT75797.1, PHT67197.1, PHT61505.1	Solyc00g500149.1.1
OG0000616	PHT83325.1, PHT87240.1, PHT61816.1, PHT95103.1, PHT78026.1, PHT76204.1, PHT74807.1, PHT68711.1	Solyc00g500158.1.1
OG0000618	PHT93801.1, PHT93803.1, PHT93802.1	Solyc03g082790.4.1, Solyc01g005850.2.1
OG0000618	PHT82085.1, PHT82086.1, PHT63930.1	Solyc01g107220.2.1
OG0000621	PHT63740.1, PHT61047.1, PHT63739.1	Solyc01g150155.1.1, Solyc01g103830.1.1, Solyc01g150154.1.1, Solyc09g056453.1.1, Solyc01g014970.1.1, Solyc01g103840.1.1
OG0000622	PHT68263.1	Solyc12g036010.1.1
OG0000622	PHT72802.1, PHT94099.1, PHT61499.1, PHT81463.1, PHT94552.1, PHT70741.1	Solyc01g016520.1.1
OG0000625	PHT75803.1	Solyc07g019480.1.1
OG0000625	PHT68296.1	Solyc01g034210.1.1, Solyc02g030370.1.1, Solyc12g039110.1.1, Solyc06g033930.1.1, Solyc12g038100.1.1, Solyc05g025970.1.1
OG0000626	PHT70996.1	Solyc10g083850.3.1
OG0000626	PHT70997.1	Solyc06g011290.3.1, Solyc01g056430.2.1, Solyc01g056390.1.1, Solyc01g056400.1.1, Solyc01g056380.1.1, Solyc10g083840.1.1
OG0000627	PHT81887.1	Solyc01g066210.1.1, Solyc01g057585.1.1, Solyc01g058340.1.1, Solyc06g011668.1.1, Solyc06g005120.1.1, Solyc01g150143.1.1, Solyc01g065930.1.1, Solyc01g066230.1.1
OG0000628	PHT73563.1	Solyc12g008940.2.1
OG0000628	PHT86105.1	Solyc05g018810.4.1, Solyc08g063000.4.1, Solyc06g062680.3.1, Solyc01g058070.1.1, Solyc06g062690.4.1, Solyc03g121700.4.1
OG0000630	PHT79643.1	Solyc02g150105.1.1
OG0000630	PHT95081.1, PHT90318.1, PHT74417.1, PHT78876.1, PHT78407.1	Solyc01g150137.1.1, Solyc04g076155.1.1
OG0000631	PHT67827.1	Solyc06g060330.1.1, Solyc01g067960.1.1, Solyc01g097580.1.1, Solyc01g067950.1.1, Solyc04g071210.1.1, Solyc04g071240.1.1, Solyc09g061470.1.1, Solyc09g061480.1.1
OG0000632	PHT94061.1	Solyc01g079950.3.1
OG0000632	PHT94063.1	Solyc01g079940.4.1
OG0000632	PHT94065.1, PHT94064.1	Solyc01g079900.1.1, Solyc01g079910.1.1, Solyc01g079920.3.1
OG0000633	PHT82197.1	Solyc12g036673.2.1, Solyc01g081340.4.1, Solyc04g055257.1.1, Solyc04g055253.1.1, Solyc04g055255.1.1, Solyc09g091550.3.1, Solyc09g091530.2.1, Solyc09g091540.2.1
OG0000634	PHT74922.1	Solyc01g097540.4.1
OG0000634	PHT72798.1, PHT94252.1, PHT81503.1, PHT95202.1	Solyc01g081530.3.1
OG0000634	PHT74919.1	Solyc01g097510.4.1
OG0000635	PHT95129.1, PHT95128.1, PHT79063.1, PHT95125.1, PHT95127.1, PHT95126.1, PHT95124.1	Solyc01g073820.4.1, Solyc01g073810.2.1
OG0000636	PHT69845.1	Solyc10g045240.2.1
OG0000636	PHT94603.1	Solyc01g074040.2.1
OG0000636	PHT94604.1, PHT94605.1	Solyc01g074050.3.1
OG0000636	PHT70826.1	Solyc08g044510.4.1
OG0000637	PHT94109.1, PHT69886.1, PHT67203.1, PHT78019.1, PHT74796.1, PHT83369.1	Solyc11g021220.2.1, Solyc01g086880.3.1, Solyc03g013615.1.1
OG0000638	PHT94661.1	Solyc01g087400.4.1, Solyc01g087340.3.1, Solyc01g087370.2.1, Solyc01g087410.4.1, Solyc01g087390.2.1, Solyc01g087420.4.1, Solyc01g087320.3.1, Solyc01g087430.3.1
OG0000640	PHT87073.1	Solyc10g062180.2.1, Solyc10g062340.2.1, Solyc01g088800.4.1, Solyc10g009220.3.1, Solyc09g009890.4.1, Solyc02g088720.4.1, Solyc10g076870.2.1, Solyc02g062290.2.1
OG0000641	PHT91178.1, PHT24423.1	Solyc02g085660.1.1
OG0000641	PHT70294.1	Solyc02g063000.4.1, Solyc02g062990.1.1, Solyc04g080010.4.1, Solyc01g095620.3.1, Solyc10g009580.4.1
OG0000642	PHT70036.1	Solyc10g009350.4.1
OG0000642	PHT85106.1, PHT61135.1, PHT77509.1, PHT80515.1, PHT75170.1, PHT74730.1	Solyc01g096170.4.1
OG0000643	PHT75059.1, PHT61690.1, PHT63191.1, PHT75062.1, PHT75263.1, PHT75382.1, PHT75283.1, PHT75395.1	Solyc01g098620.2.1
OG0000645	PHT78825.1, PHT73883.1, PHT73884.1	Solyc05g005190.3.1
OG0000645	PHT63088.1, PHT94528.1	Solyc12g099080.3.1, Solyc04g025560.4.1, Solyc01g100860.3.1
OG0000646	PHT57588.1	Solyc01g100910.3.1
OG0000646	PHT63091.1	Solyc01g100900.4.1
OG0000646	PHT68594.1	Solyc01g100920.3.1
OG0000646	PHT68593.1, PHT62228.1	Solyc12g035400.2.1
OG0000647	PHT62541.1, PHT66589.1, PHT89849.1, PHT73035.1, PHT81523.1, PHT89208.1, PHT68376.1, PHT91872.1	Solyc01g102310.3.1
OG0000648	PHT90377.1	Solyc02g091020.3.1, Solyc02g093330.4.1, Solyc01g102640.2.1, Solyc01g104430.3.1, Solyc01g150159.1.1, Solyc01g150156.1.1, Solyc02g084280.3.1, Solyc02g091010.1.1
OG0000649	PHT63737.1, PHT83598.1, PHT63735.1, PHT81171.1, PHT86379.1, PHT70504.1, PHT77936.1	Solyc01g103860.4.1, Solyc01g103877.1.1
OG0000650	PHT62300.1, PHT62299.1	Solyc01g150161.1.1
OG0000650	PHT64355.1, PHT64352.1, PHT64357.1	Solyc01g108418.1.1, Solyc01g108416.1.1, Solyc01g150157.1.1
OG0000651	PHT64139.1	Solyc01g105420.4.1
OG0000651	PHT84256.1	Solyc04g074480.3.1
OG0000651	PHT64931.1, PHT64932.1	Solyc11g009080.2.1
OG0000652	PHT64217.1, PHT64218.1, PHT64216.1, PHT57563.1, PHT64215.1, PHT64214.1, PHT64219.1, PHT64213.1	Solyc01g106600.2.1
OG0000653	PHT64524.1, PHT64522.1, PHT64523.1, PHT64532.1	Solyc01g106750.2.1
OG0000653	PHT84135.1, PHT81862.1	Solyc07g041350.1.1, Solyc03g121080.3.1
OG0000654	PHT91517.1	Solyc02g092820.4.1
OG0000654	PHT63908.1	Solyc01g107390.4.1
OG0000654	PHT89445.1	Solyc02g064830.4.1, Solyc02g064810.1.1, Solyc07g047650.1.1, Solyc10g050710.1.1
OG0000655	PHT63094.1, PHT94743.1	Solyc01g108530.3.1
OG0000655	PHT63097.1, PHT93216.1, PHT63096.1, PHT94745.1, PHT93756.1	Solyc10g050880.2.1
OG0000656	PHT93527.1	Solyc01g110360.3.1
OG0000656	PHT89146.1	Solyc02g062340.3.1
OG0000656	PHT91130.1	Solyc02g084440.4.1
OG0000656	PHT70315.1	Solyc10g054340.1.1, Solyc10g054390.3.1
OG0000657	PHT77156.1, PHT75512.1, PHT75514.1, PHT90836.1, PHT75515.1, PHT75510.1, PHT75511.1, PHT75513.1	Solyc02g022850.1.1
OG0000658	PHT74221.1	Solyc08g066210.3.1
OG0000658	PHT73529.1	Solyc08g066310.3.1, Solyc02g032060.1.1, Solyc08g066320.4.1, Solyc08g066270.3.1, Solyc08g066300.3.1, Solyc12g008500.2.1
OG0000659	PHT75459.1, PHT65536.1	Solyc11g005210.1.1
OG0000659	PHT62493.1	Solyc02g032210.1.1, Solyc02g032270.1.1, Solyc02g032220.1.1, Solyc02g032290.1.1, Solyc03g119560.1.1
OG0000660	PHT83235.1	Solyc02g038811.1.1
OG0000660	PHT83059.1	Solyc03g032090.1.1
OG0000660	PHT83232.1, PHT90979.1, PHT90980.1, PHT90981.1	Solyc02g082510.1.1
OG0000661	PHT85000.1	Solyc04g082000.4.1
OG0000661	PHT81931.1, PHT64236.1	Solyc04g051140.3.1
OG0000661	PHT91021.1	Solyc02g083340.4.1
OG0000662	PHT74037.1, PHT89766.1, PHT93861.1, PHT65638.1, PHT68886.1, PHT65367.1, PHT89079.1, PHT68887.1	Solyc02g062030.1.1
OG0000663	PHT67359.1	Solyc05g009280.4.1
OG0000663	PHT67360.1	Solyc12g049340.3.1, Solyc05g009270.4.1
OG0000663	PHT89096.1	Solyc02g063140.4.1
OG0000663	PHT91386.1	Solyc02g085870.3.1
OG0000664	PHT84491.1	Solyc04g077440.4.1
OG0000664	PHT89424.1	Solyc02g063547.1.1, Solyc02g063523.1.1
OG0000664	PHT66387.1, PHT66386.1	Solyc02g063527.1.1
OG0000665	PHT89613.1, PHT65537.1, PHT89616.1	Solyc02g067060.3.1
OG0000665	PHT91929.1	Solyc02g088630.4.1
OG0000665	PHT83360.1, PHT89617.1	Solyc03g013630.4.1
OG0000666	PHT83587.1, PHT91842.1, PHT91977.1, PHT91841.1, PHT91976.1, PHT91836.1, PHT95584.1, PHT89677.1	Solyc02g067460.3.1
OG0000667	PHT89738.1	Solyc02g068990.3.1, Solyc11g150137.1.1, Solyc07g054000.3.1, Solyc10g009433.1.1, Solyc10g009470.1.1, Solyc02g068960.1.1, Solyc02g068970.2.1, Solyc02g068980.1.1
OG0000668	PHT90147.1, PHT90148.1, PHT75736.1, PHT90151.1, PHT90152.1, PHT90146.1, PHT90150.1, PHT90145.1	Solyc02g071360.4.1
OG0000669	PHT95960.1	Solyc08g005420.3.1, Solyc12g056490.1.1, Solyc08g080080.4.1, Solyc06g043150.4.1, Solyc02g072230.3.1, Solyc03g095210.2.1, Solyc03g096870.3.1, Solyc06g072830.4.1
OG0000670	PHT76746.1	Solyc07g055200.4.1
OG0000670	PHT83051.1	Solyc10g037910.3.1, Solyc06g082640.3.1
OG0000670	PHT63612.1	Solyc03g006070.3.1
OG0000671	PHT62144.1	Solyc05g016430.1.1
OG0000671	PHT75417.1	Solyc02g079670.1.1, Solyc07g009440.2.1, Solyc07g009410.4.1, Solyc07g009420.1.1, Solyc07g009437.1.1, Solyc07g009443.1.1
OG0000672	PHT82931.1	Solyc03g031760.4.1
OG0000672	PHT90735.1	Solyc02g080260.4.1
OG0000672	PHT69952.1	Solyc10g005330.3.1
OG0000672	PHT73157.1	Solyc07g041850.3.1, Solyc12g005830.3.1
OG0000673	PHT70196.1, PHT90916.1, PHT85667.1, PHT72783.1, PHT83202.1, PHT72634.1, PHT87045.1, PHT70101.1	Solyc02g081700.1.1
OG0000674	PHT91716.1, PHT91718.1, PHT91713.1	Solyc02g091570.1.1
OG0000674	PHT61982.1, PHT61986.1, PHT91711.1, PHT77438.1	Solyc02g087270.2.1
OG0000675	PHT83609.1	Solyc03g046450.3.1
OG0000675	PHT91666.1	Solyc02g089370.2.1
OG0000675	PHT91643.1, PHT91651.1, PHT91648.1, PHT91647.1	Solyc02g089390.3.1
OG0000676	PHT83138.1, PHT82655.1, PHT82657.1, PHT83139.1, PHT82656.1, PHT60917.1, PHT82658.1, PHT87087.1	Solyc03g005610.4.1
OG0000678	PHT87350.1, PHT87354.1, PHT87356.1, PHT87877.1, PHT60782.1	Solyc03g150149.1.1, Solyc03g150151.1.1, Solyc03g112017.1.1, Solyc03g026375.1.1
OG0000680	PHT71313.1	Solyc10g080930.2.1
OG0000680	PHT63419.1	Solyc10g078350.2.1
OG0000680	PHT70781.1	Solyc03g044340.1.1
OG0000682	PHT71346.1	Solyc03g059080.3.1, Solyc10g080580.1.1
OG0000682	PHT63366.1	Solyc10g078940.2.1
OG0000682	PHT78314.1, PHT85707.1, PHT85678.1	Solyc09g090210.3.1
OG0000684	PHT66871.1	Solyc03g093080.3.1, Solyc03g093110.3.1, Solyc03g093130.3.1, Solyc03g093120.5.1.1, Solyc07g009380.4.1, Solyc05g046290.3.1
OG0000684	PHT62774.1	Solyc09g092520.3.1
OG0000685	PHT61810.1, PHT61811.1, PHT66092.1, PHT89841.1, PHT89750.1, PHT94091.1, PHT63513.1, PHT87845.1	Solyc03g019690.1.1
OG0000687	PHT62971.1	Solyc06g068720.3.1
OG0000687	PHT88549.1, PHT71085.1, PHT62362.1, PHT77271.1, PHT77272.1, PHT71119.1	Solyc03g118090.3.1
OG0000688	PHT86070.1	Solyc03g122150.3.1, Solyc03g122160.1.1
OG0000688	PHT86068.1	Solyc03g122170.4.1
OG0000688	PHT86073.1	Solyc03g122130.3.1
OG0000688	PHT86072.1	Solyc03g122140.3.1
OG0000690	PHT81253.1	Solyc04g008400.1.1
OG0000690	PHT81256.1	Solyc04g058110.3.1
OG0000690	PHT81248.1, PHT81254.1, PHT73918.1, PHT81257.1	Solyc04g008370.3.1
OG0000691	PHT81179.1, PHT93154.1, PHT76404.1, PHT81271.1, PHT81014.1, PHT81196.1, PHT81232.1	Solyc07g049520.2.1, Solyc04g008530.2.1
OG0000692	PHT80648.1, PHT62507.1, PHT84389.1, PHT80762.1	Solyc04g014450.1.1
OG0000692	PHT80649.1, PHT62506.1, PHT64687.1	Solyc11g011310.3.1
OG0000693	PHT81885.1	Solyc05g051250.3.1
OG0000693	PHT64740.1	Solyc11g011380.2.1
OG0000693	PHT65707.1, PHT89842.1	Solyc12g041870.3.1
OG0000693	PHT80767.1	Solyc04g014510.3.1
OG0000694	PHT81234.1	Solyc04g025860.1.1
OG0000694	PHT81140.1, PHT81107.1, PHT93406.1, PHT81099.1, PHT81096.1, PHT81210.1	Solyc07g039390.1.1
OG0000695	PHT72618.1	Solyc09g042790.1.1, Solyc09g050060.1.1, Solyc09g055150.2.1, Solyc04g024970.1.1, Solyc04g024980.3.1, Solyc11g042450.1.1, Solyc09g055120.1.1, Solyc09g055140.1.1
OG0000696	PHT68230.1	Solyc04g045410.3.1
OG0000696	PHT81478.1, PHT68231.1, PHT81477.1, PHT72610.1, PHT84678.1, PHT68232.1	Solyc05g013990.3.1
OG0000698	PHT66688.1	Solyc12g094500.3.1
OG0000698	PHT85018.1, PHT65856.1, PHT94165.1	Solyc04g074535.1.1, Solyc04g074530.3.1, Solyc04g082180.4.1, Solyc04g082170.3.1
OG0000700	PHT84817.1, PHT83241.1, PHT67944.1, PHT72497.1, PHT75655.1, PHT76690.1, PHT76689.1, PHT76693.1	Solyc04g080370.3.1
OG0000701	PHT83577.1, PHT83642.1	Solyc10g019150.1.1, Solyc11g050730.1.1, Solyc05g013430.1.1, Solyc05g013420.1.1, Solyc11g013560.1.1, Solyc11g013620.1.1, Solyc11g013660.1.1
OG0000702	PHT78865.1, PHT76046.1, PHT90154.1, PHT90435.1, PHT93313.1, PHT70548.1, PHT67991.1, PHT68666.1	Solyc05g016160.1.1
OG0000703	PHT84150.1, PHT86683.1, PHT70658.1, PHT78614.1, PHT83707.1	Solyc10g018645.1.1, Solyc12g036870.3.1, Solyc05g018830.2.1, Solyc06g034310.4.1
OG0000704	PHT81759.1	Solyc05g050120.3.1
OG0000704	PHT73146.1	Solyc12g008430.3.1
OG0000704	PHT72171.1, PHT89557.1, PHT81285.1, PHT74230.1	Solyc08g066360.3.1
OG0000705	PHT82417.1	Solyc05g053835.2.1
OG0000705	PHT85232.1, PHT81718.1, PHT81059.1, PHT85234.1, PHT81058.1, PHT85233.1	Solyc09g097830.4.1
OG0000706	PHT95363.1	Solyc10g038170.1.1
OG0000706	PHT82406.1, PHT82409.1, PHT82407.1, PHT24522.1, PHT79886.1	Solyc05g053910.1.1, Solyc05g053920.1.1
OG0000707	PHT71885.1, PHT71884.1	Solyc09g007760.4.1, Solyc09g007770.3.1
OG0000707	PHT70944.1	Solyc10g084120.2.1
OG0000707	PHT78691.1, PHT71886.1	Solyc05g055990.4.1
OG0000708	PHT77720.1, PHT77716.1, PHT77718.1, PHT65020.1, PHT77719.1	Solyc06g008625.1.1, Solyc06g008650.4.1, Solyc12g014580.2.1, Solyc06g008640.2.1
OG0000709	PHT63259.1	Solyc06g008920.3.1
OG0000709	PHT60955.1, PHT85530.1	Solyc08g075800.1.1, Solyc10g012100.1.1
OG0000709	PHT62095.1	Solyc08g075810.3.1
OG0000710	PHT78659.1	Solyc06g054190.1.1, Solyc06g054170.1.1, Solyc09g061490.1.1, Solyc06g054210.1.1, Solyc09g059740.3.1, Solyc09g061360.1.1, Solyc09g059860.1.1, Solyc10g018690.1.1
